Country	Bank	Item	Year	Value  Flags
"Netherlands"	"Foreign commercial banks"	"35. Total regulatory capital"	"2000"	7462.434  
"Netherlands"	"Foreign commercial banks"	"35. Total regulatory capital"	"2001"	8957.431  
"Netherlands"	"Foreign commercial banks"	"35. Total regulatory capital"	"2002"	8782.118  
"Netherlands"	"Foreign commercial banks"	"35. Total regulatory capital"	"2003"	9001.451  
"Netherlands"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	9606.625  
"Netherlands"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	10284.53  
"Netherlands"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	10469  
"Netherlands"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	11353  
"Netherlands"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	4067  
"Netherlands"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	3422  
"New Zealand"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	11434.655  
"New Zealand"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	13195.293  
"New Zealand"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	17127.71  
"New Zealand"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	18922.32  
"New Zealand"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	21968.96  
"New Zealand"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	22986.215  
"Poland"	"Foreign commercial banks"	"35. Total regulatory capital"	"1999"	14468  
"Poland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2000"	24475  
"Poland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2001"	30329  
"Poland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2002"	31531  
"Poland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2003"	30255  
"Poland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	30736.8  
"Poland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	42462.6  
"Poland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	37317.221  
"Poland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	43055.551  
"Poland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	77132.285  
"Poland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	61003.559  
"Slovak Republic"	"Foreign commercial banks"	"35. Total regulatory capital"	"1999"	413.207  
"Slovak Republic"	"Foreign commercial banks"	"35. Total regulatory capital"	"2000"	458.086  
"Slovak Republic"	"Foreign commercial banks"	"35. Total regulatory capital"	"2001"	1520.595  
"Slovak Republic"	"Foreign commercial banks"	"35. Total regulatory capital"	"2002"	1938.612  
"Slovak Republic"	"Foreign commercial banks"	"35. Total regulatory capital"	"2003"	2063.772  
"Slovak Republic"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	2117.386  
"Slovak Republic"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	2152.936  
"Slovak Republic"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	2175.608  
"Slovak Republic"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	2636.053  
"Slovak Republic"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	3298.944  
"Slovak Republic"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	3608.037  
"Sweden"	"Foreign commercial banks"	"35. Total regulatory capital"	"1999"	3424  
"Sweden"	"Foreign commercial banks"	"35. Total regulatory capital"	"2000"	5122  
"Sweden"	"Foreign commercial banks"	"35. Total regulatory capital"	"2001"	5499  
"Sweden"	"Foreign commercial banks"	"35. Total regulatory capital"	"2002"	5175  
"Sweden"	"Foreign commercial banks"	"35. Total regulatory capital"	"2003"	5490  
"Sweden"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	8348  
"Sweden"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	9756  
"Sweden"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	10817  
"Sweden"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	11180  
"Sweden"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	13284  
"Sweden"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	12069  
"Switzerland"	"Foreign commercial banks"	"35. Total regulatory capital"	"1999"	16916  
"Switzerland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2000"	19153  
"Switzerland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2001"	20261  
"Switzerland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2002"	20282  
"Switzerland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2003"	19667  
"Switzerland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	20727  
"Switzerland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	22736  
"Switzerland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	24413  
"Switzerland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	27168  
"Switzerland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	28662  
"Switzerland"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	28935  
"Turkey"	"Foreign commercial banks"	"35. Total regulatory capital"	"1999"	393.845  
"Turkey"	"Foreign commercial banks"	"35. Total regulatory capital"	"2000"	93.347  
"Turkey"	"Foreign commercial banks"	"35. Total regulatory capital"	"2001"	655.448  
"Turkey"	"Foreign commercial banks"	"35. Total regulatory capital"	"2002"	725.575  
"Turkey"	"Foreign commercial banks"	"35. Total regulatory capital"	"2003"	939.367  
"Turkey"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	1601.42  
"Turkey"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	3028.27  
"Turkey"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	7804.84  
"Turkey"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	10358.242  
"Turkey"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	16991.231  
"Turkey"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	19497.707  
"United States"	"Foreign commercial banks"	"35. Total regulatory capital"	"1999"	41023.543  
"United States"	"Foreign commercial banks"	"35. Total regulatory capital"	"2000"	45049.281  
"United States"	"Foreign commercial banks"	"35. Total regulatory capital"	"2001"	53515.774  
"United States"	"Foreign commercial banks"	"35. Total regulatory capital"	"2002"	56255.657  
"United States"	"Foreign commercial banks"	"35. Total regulatory capital"	"2003"	58282.339  
"United States"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	69342.615  
"United States"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	78102.271  
"United States"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	89673.28  
"United States"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	86100.438  
"United States"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	96882.532  
"United States"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	108657.365  
"Chile"	"Foreign commercial banks"	"35. Total regulatory capital"	"1999"	1763636  
"Chile"	"Foreign commercial banks"	"35. Total regulatory capital"	"2000"	1931676  
"Chile"	"Foreign commercial banks"	"35. Total regulatory capital"	"2001"	1368208.408  
"Chile"	"Foreign commercial banks"	"35. Total regulatory capital"	"2002"	2185746.751  
"Chile"	"Foreign commercial banks"	"35. Total regulatory capital"	"2003"	2174830.289  
"Chile"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	2439049.314  
"Chile"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	2566653.583  
"Chile"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	2902949.742  
"Chile"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	3699804.846  
"Chile"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	4356071.271  
"Chile"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	4589007.867  
"Estonia"	"Foreign commercial banks"	"35. Total regulatory capital"	"1999"	317.71  
"Estonia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2000"	333.743  
"Estonia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2001"	436.859  
"Estonia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2002"	595.573  
"Estonia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2003"	654.729  
"Estonia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	761.621  
"Estonia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	881.992  
"Estonia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	1480.556  
"Estonia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	2170.015  
"Estonia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	2163.839  
"Estonia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	2390.705  
"Israel"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	414.1  
"Israel"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	628.6  
"Israel"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	685  
"Russian Federation"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	73358.766  
"Russian Federation"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	114717.347  
"Russian Federation"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	214635.201  
"Russian Federation"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	418973.382  
"Russian Federation"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	657021.194  
"Russian Federation"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	783009.821  
"Slovenia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2002"	234.89  
"Slovenia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2003"	291.955  
"Slovenia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2004"	359.668  
"Slovenia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2005"	442.248  
"Slovenia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2006"	752.501  
"Slovenia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2007"	869.691  
"Slovenia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2008"	1193.294  
"Slovenia"	"Foreign commercial banks"	"35. Total regulatory capital"	"2009"	1254.268  
"Korea"	"Savings banks"	"35. Total regulatory capital"	"2004"	2385457  
"Korea"	"Savings banks"	"35. Total regulatory capital"	"2005"	3237848  
"Korea"	"Savings banks"	"35. Total regulatory capital"	"2006"	4376497  
"Korea"	"Savings banks"	"35. Total regulatory capital"	"2007"	5277240  
"Korea"	"Savings banks"	"35. Total regulatory capital"	"2008"	6030455  
"Korea"	"Savings banks"	"35. Total regulatory capital"	"2009"	7731057  
"Norway"	"Savings banks"	"35. Total regulatory capital"	"1999"	46012  
"Norway"	"Savings banks"	"35. Total regulatory capital"	"2000"	53264  
"Norway"	"Savings banks"	"35. Total regulatory capital"	"2001"	58305  
"Norway"	"Savings banks"	"35. Total regulatory capital"	"2002"	60562  
"Norway"	"Savings banks"	"35. Total regulatory capital"	"2003"	64666  
"Slovak Republic"	"Savings banks"	"35. Total regulatory capital"	"1999"	280.483  
"Slovak Republic"	"Savings banks"	"35. Total regulatory capital"	"2000"	120.088  
"Slovak Republic"	"Savings banks"	"35. Total regulatory capital"	"2001"	185.575  
"Slovak Republic"	"Savings banks"	"35. Total regulatory capital"	"2002"	184.476  
"Slovak Republic"	"Savings banks"	"35. Total regulatory capital"	"2003"	312.249  
"Slovak Republic"	"Savings banks"	"35. Total regulatory capital"	"2004"	283.065  
"Slovak Republic"	"Savings banks"	"35. Total regulatory capital"	"2005"	265.398  
"Slovak Republic"	"Savings banks"	"35. Total regulatory capital"	"2006"	285.414  
"Slovak Republic"	"Savings banks"	"35. Total regulatory capital"	"2007"	281.982  
"Slovak Republic"	"Savings banks"	"35. Total regulatory capital"	"2008"	279.682  
"Slovak Republic"	"Savings banks"	"35. Total regulatory capital"	"2009"	272.833  
"Spain"	"Savings banks"	"35. Total regulatory capital"	"1999"	30709  
"Spain"	"Savings banks"	"35. Total regulatory capital"	"2000"	36400  
"Spain"	"Savings banks"	"35. Total regulatory capital"	"2001"	41785  
"Spain"	"Savings banks"	"35. Total regulatory capital"	"2002"	46804  
"Spain"	"Savings banks"	"35. Total regulatory capital"	"2003"	52749  
"Spain"	"Savings banks"	"35. Total regulatory capital"	"2004"	62021  
"Spain"	"Savings banks"	"35. Total regulatory capital"	"2005"	76308  
"Spain"	"Savings banks"	"35. Total regulatory capital"	"2006"	92840  
"Spain"	"Savings banks"	"35. Total regulatory capital"	"2007"	106161  
"Spain"	"Savings banks"	"35. Total regulatory capital"	"2008"	96601  
"Spain"	"Savings banks"	"35. Total regulatory capital"	"2009"	103173  
"Sweden"	"Savings banks"	"35. Total regulatory capital"	"1999"	12026  
"Sweden"	"Savings banks"	"35. Total regulatory capital"	"2000"	11280  
"Sweden"	"Savings banks"	"35. Total regulatory capital"	"2001"	12203  
"Sweden"	"Savings banks"	"35. Total regulatory capital"	"2002"	12525  
"Sweden"	"Savings banks"	"35. Total regulatory capital"	"2003"	12888  
"Sweden"	"Savings banks"	"35. Total regulatory capital"	"2004"	13894  
"Sweden"	"Savings banks"	"35. Total regulatory capital"	"2005"	14926  
"Sweden"	"Savings banks"	"35. Total regulatory capital"	"2006"	16149  
"Sweden"	"Savings banks"	"35. Total regulatory capital"	"2007"	16795  
"Sweden"	"Savings banks"	"35. Total regulatory capital"	"2008"	15829  
"Sweden"	"Savings banks"	"35. Total regulatory capital"	"2009"	16834  
"Switzerland"	"Savings banks"	"35. Total regulatory capital"	"1999"	5133  
"Switzerland"	"Savings banks"	"35. Total regulatory capital"	"2000"	5426  
"Switzerland"	"Savings banks"	"35. Total regulatory capital"	"2001"	5657  
"Switzerland"	"Savings banks"	"35. Total regulatory capital"	"2002"	5731  
"Switzerland"	"Savings banks"	"35. Total regulatory capital"	"2003"	5930  
"Switzerland"	"Savings banks"	"35. Total regulatory capital"	"2004"	6175  
"Switzerland"	"Savings banks"	"35. Total regulatory capital"	"2005"	6513  
"Switzerland"	"Savings banks"	"35. Total regulatory capital"	"2006"	6802  
"Switzerland"	"Savings banks"	"35. Total regulatory capital"	"2007"	6788  
"Switzerland"	"Savings banks"	"35. Total regulatory capital"	"2008"	6966  
"Switzerland"	"Savings banks"	"35. Total regulatory capital"	"2009"	6884  
"United States"	"Savings banks"	"35. Total regulatory capital"	"1999"	84311.56  
"United States"	"Savings banks"	"35. Total regulatory capital"	"2000"	88925.422  
"United States"	"Savings banks"	"35. Total regulatory capital"	"2001"	95998.815  
"United States"	"Savings banks"	"35. Total regulatory capital"	"2002"	101709.717  
"United States"	"Savings banks"	"35. Total regulatory capital"	"2003"	112461.177  
"United States"	"Savings banks"	"35. Total regulatory capital"	"2004"	128400.11  
"United States"	"Savings banks"	"35. Total regulatory capital"	"2005"	146367.724  
"United States"	"Savings banks"	"35. Total regulatory capital"	"2006"	144794.363  
"United States"	"Savings banks"	"35. Total regulatory capital"	"2007"	154584.901  
"United States"	"Savings banks"	"35. Total regulatory capital"	"2008"	122543.553  
"United States"	"Savings banks"	"35. Total regulatory capital"	"2009"	110072.706  
"Slovenia"	"Savings banks"	"35. Total regulatory capital"	"2002"	4.392  
"Slovenia"	"Savings banks"	"35. Total regulatory capital"	"2003"	5.58  
"Slovenia"	"Savings banks"	"35. Total regulatory capital"	"2004"	7.568  
"Slovenia"	"Savings banks"	"35. Total regulatory capital"	"2005"	12.306  
"Slovenia"	"Savings banks"	"35. Total regulatory capital"	"2006"	12.649  
"Slovenia"	"Savings banks"	"35. Total regulatory capital"	"2007"	16.881  
"Slovenia"	"Savings banks"	"35. Total regulatory capital"	"2008"	22.425  
"Slovenia"	"Savings banks"	"35. Total regulatory capital"	"2009"	25.698  
"Greece"	"Co-operative banks"	"35. Total regulatory capital"	"2004"	237.3  
"Greece"	"Co-operative banks"	"35. Total regulatory capital"	"2005"	283.8  
"Greece"	"Co-operative banks"	"35. Total regulatory capital"	"2006"	344.2  
"Greece"	"Co-operative banks"	"35. Total regulatory capital"	"2007"	467.7  
"Greece"	"Co-operative banks"	"35. Total regulatory capital"	"2008"	485  
"Poland"	"Co-operative banks"	"35. Total regulatory capital"	"1999"	1207  
"Poland"	"Co-operative banks"	"35. Total regulatory capital"	"2000"	1465  
"Poland"	"Co-operative banks"	"35. Total regulatory capital"	"2001"	1818  
"Poland"	"Co-operative banks"	"35. Total regulatory capital"	"2002"	2081  
"Poland"	"Co-operative banks"	"35. Total regulatory capital"	"2003"	2432  
"Poland"	"Co-operative banks"	"35. Total regulatory capital"	"2004"	2713.9  
"Poland"	"Co-operative banks"	"35. Total regulatory capital"	"2005"	3182.9  
"Poland"	"Co-operative banks"	"35. Total regulatory capital"	"2006"	3727.655  
"Poland"	"Co-operative banks"	"35. Total regulatory capital"	"2007"	4460.009  
"Poland"	"Co-operative banks"	"35. Total regulatory capital"	"2008"	5160.51  
"Poland"	"Co-operative banks"	"35. Total regulatory capital"	"2009"	6085.077  
"Spain"	"Co-operative banks"	"35. Total regulatory capital"	"1999"	3254  
"Spain"	"Co-operative banks"	"35. Total regulatory capital"	"2000"	3796  
"Spain"	"Co-operative banks"	"35. Total regulatory capital"	"2001"	4335  
"Spain"	"Co-operative banks"	"35. Total regulatory capital"	"2002"	4882  
"Spain"	"Co-operative banks"	"35. Total regulatory capital"	"2003"	5550  
"Spain"	"Co-operative banks"	"35. Total regulatory capital"	"2004"	6242  
"Spain"	"Co-operative banks"	"35. Total regulatory capital"	"2005"	7864  
"Spain"	"Co-operative banks"	"35. Total regulatory capital"	"2006"	8690  
"Spain"	"Co-operative banks"	"35. Total regulatory capital"	"2007"	9518  
"Spain"	"Co-operative banks"	"35. Total regulatory capital"	"2008"	9850  
"Spain"	"Co-operative banks"	"35. Total regulatory capital"	"2009"	10601  
"Switzerland"	"Co-operative banks"	"35. Total regulatory capital"	"1999"	4778  
"Switzerland"	"Co-operative banks"	"35. Total regulatory capital"	"2000"	5184  
"Switzerland"	"Co-operative banks"	"35. Total regulatory capital"	"2001"	5778  
"Switzerland"	"Co-operative banks"	"35. Total regulatory capital"	"2002"	6352  
"Switzerland"	"Co-operative banks"	"35. Total regulatory capital"	"2003"	7088  
"Switzerland"	"Co-operative banks"	"35. Total regulatory capital"	"2004"	7631  
"Switzerland"	"Co-operative banks"	"35. Total regulatory capital"	"2005"	8578  
"Switzerland"	"Co-operative banks"	"35. Total regulatory capital"	"2006"	9599  
"Switzerland"	"Co-operative banks"	"35. Total regulatory capital"	"2007"	10664  
"Switzerland"	"Co-operative banks"	"35. Total regulatory capital"	"2008"	11588  
"Switzerland"	"Co-operative banks"	"35. Total regulatory capital"	"2009"	12444  
"United States"	"Co-operative banks"	"35. Total regulatory capital"	"1999"	1060.65  
"United States"	"Co-operative banks"	"35. Total regulatory capital"	"2000"	1151.889  
"United States"	"Co-operative banks"	"35. Total regulatory capital"	"2001"	1234.647  
"United States"	"Co-operative banks"	"35. Total regulatory capital"	"2002"	1326.155  
"United States"	"Co-operative banks"	"35. Total regulatory capital"	"2003"	1454.778  
"United States"	"Co-operative banks"	"35. Total regulatory capital"	"2004"	1469.114  
"United States"	"Co-operative banks"	"35. Total regulatory capital"	"2005"	1501.785  
"United States"	"Co-operative banks"	"35. Total regulatory capital"	"2006"	1566.762  
"United States"	"Co-operative banks"	"35. Total regulatory capital"	"2007"	1565.65  
"United States"	"Co-operative banks"	"35. Total regulatory capital"	"2008"	1575.011  
"United States"	"Co-operative banks"	"35. Total regulatory capital"	"2009"	1622.104  
"Korea"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"1999"	5036000  
"Korea"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2000"	5774000  
"Korea"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2001"	8723000  
"Korea"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2002"	11281000  
"Korea"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2003"	12913000  
"Korea"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2004"	17273300.232  
"Korea"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2005"	20308642.036  
"Korea"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2006"	24451693.362  
"Korea"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2007"	27273253.578  
"Korea"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2008"	31132333.528  
"Korea"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2009"	34904073.036  
"Mexico"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2000"	24613.268  
"Mexico"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2001"	20287.232  
"Mexico"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2002"	39994.112  
"Mexico"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2003"	35857.939  
"Mexico"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2004"	36696.355  
"Mexico"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2005"	40401.23  
"Mexico"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2006"	46181.417  
"Mexico"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2007"	51701.972  
"Mexico"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2008"	54207.38  
"Mexico"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2009"	57460.541  
"United States"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"1999"	60878.999  
"United States"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2000"	64655.864  
"United States"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2001"	69049.132  
"United States"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2002"	75188.557  
"United States"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2003"	81868.267  
"United States"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2004"	87767.029  
"United States"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2005"	93932.41  
"United States"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2006"	100941.642  
"United States"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2007"	106661.716  
"United States"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2008"	93941.289  
"United States"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2009"	104089.725  
"Russian Federation"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2004"	1352.415  
"Russian Federation"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2005"	2050.214  
"Russian Federation"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2006"	2839.301  
"Russian Federation"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2007"	3738.045  
"Russian Federation"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2008"	5533.897  
"Russian Federation"	"Other miscellaneous monetary institutions"	"35. Total regulatory capital"	"2009"	8203.932  
"Austria"	"All banks"	"36. Risk-weighted assets"	"1999"	225893  
"Austria"	"All banks"	"36. Risk-weighted assets"	"2000"	240599  
"Austria"	"All banks"	"36. Risk-weighted assets"	"2001"	260778  
"Austria"	"All banks"	"36. Risk-weighted assets"	"2002"	262341  
"Austria"	"All banks"	"36. Risk-weighted assets"	"2003"	270159  
"Austria"	"All banks"	"36. Risk-weighted assets"	"2004"	285892  
"Austria"	"All banks"	"36. Risk-weighted assets"	"2005"	317139  
"Austria"	"All banks"	"36. Risk-weighted assets"	"2006"	350760  
"Austria"	"All banks"	"36. Risk-weighted assets"	"2007"	436488  
"Austria"	"All banks"	"36. Risk-weighted assets"	"2008"	454725  
"Belgium"	"All banks"	"36. Risk-weighted assets"	"1999"	210090.113  
"Belgium"	"All banks"	"36. Risk-weighted assets"	"2000"	219407.6  
"Belgium"	"All banks"	"36. Risk-weighted assets"	"2001"	215499.475  
"Belgium"	"All banks"	"36. Risk-weighted assets"	"2002"	202112.4  
"Belgium"	"All banks"	"36. Risk-weighted assets"	"2003"	214166.825  
"Belgium"	"All banks"	"36. Risk-weighted assets"	"2004"	226280.863  
"Belgium"	"All banks"	"36. Risk-weighted assets"	"2005"	250361.425  
"Belgium"	"All banks"	"36. Risk-weighted assets"	"2006"	299730.625  
"Belgium"	"All banks"	"36. Risk-weighted assets"	"2007"	405853.088  
"Belgium"	"All banks"	"36. Risk-weighted assets"	"2008"	332159.85  
"Belgium"	"All banks"	"36. Risk-weighted assets"	"2009"	311410.725  
"Czech Republic"	"All banks"	"36. Risk-weighted assets"	"1999"	980372.44  
"Czech Republic"	"All banks"	"36. Risk-weighted assets"	"2000"	774369.02  
"Czech Republic"	"All banks"	"36. Risk-weighted assets"	"2001"	791540.39  
"Ireland"	"All banks"	"36. Risk-weighted assets"	"1999"	159143.8  
"Ireland"	"All banks"	"36. Risk-weighted assets"	"2000"	193557.5  
"Ireland"	"All banks"	"36. Risk-weighted assets"	"2001"	231386.5  
"Ireland"	"All banks"	"36. Risk-weighted assets"	"2002"	191070  
"Ireland"	"All banks"	"36. Risk-weighted assets"	"2003"	220125  
"Ireland"	"All banks"	"36. Risk-weighted assets"	"2004"	308181  
"Ireland"	"All banks"	"36. Risk-weighted assets"	"2005"	404518.937  
"Ireland"	"All banks"	"36. Risk-weighted assets"	"2006"	493382.601  
"Ireland"	"All banks"	"36. Risk-weighted assets"	"2007"	566830.189  
"Ireland"	"All banks"	"36. Risk-weighted assets"	"2008"	642336.513  
"Ireland"	"All banks"	"36. Risk-weighted assets"	"2009"	607521.95  
"Italy"	"All banks"	"36. Risk-weighted assets"	"1999"	1047233  
"Italy"	"All banks"	"36. Risk-weighted assets"	"2000"	1181523  
"Italy"	"All banks"	"36. Risk-weighted assets"	"2001"	1226808  
"Italy"	"All banks"	"36. Risk-weighted assets"	"2002"	1234749  
"Italy"	"All banks"	"36. Risk-weighted assets"	"2003"	1279122  
"Italy"	"All banks"	"36. Risk-weighted assets"	"2004"	1336484  
"Italy"	"All banks"	"36. Risk-weighted assets"	"2005"	1516637  
"Italy"	"All banks"	"36. Risk-weighted assets"	"2006"	1661956  
"Italy"	"All banks"	"36. Risk-weighted assets"	"2007"	1835226  
"Italy"	"All banks"	"36. Risk-weighted assets"	"2008"	1912332  
"Italy"	"All banks"	"36. Risk-weighted assets"	"2009"	1826701  
"Korea"	"All banks"	"36. Risk-weighted assets"	"1999"	350783000  
"Korea"	"All banks"	"36. Risk-weighted assets"	"2000"	396406000  
"Korea"	"All banks"	"36. Risk-weighted assets"	"2001"	452762000  
"Korea"	"All banks"	"36. Risk-weighted assets"	"2002"	546122000  
"Korea"	"All banks"	"36. Risk-weighted assets"	"2003"	586412000  
"Korea"	"All banks"	"36. Risk-weighted assets"	"2004"	658778589.634  
"Korea"	"All banks"	"36. Risk-weighted assets"	"2005"	726915809.02  
"Korea"	"All banks"	"36. Risk-weighted assets"	"2006"	857794211.171  
"Korea"	"All banks"	"36. Risk-weighted assets"	"2007"	994619998.437  
"Korea"	"All banks"	"36. Risk-weighted assets"	"2008"	1089878235.77  
"Korea"	"All banks"	"36. Risk-weighted assets"	"2009"	1036506276.545  
"Mexico"	"All banks"	"36. Risk-weighted assets"	"2000"	1062853.341  
"Mexico"	"All banks"	"36. Risk-weighted assets"	"2001"	1084338.574  
"Mexico"	"All banks"	"36. Risk-weighted assets"	"2002"	1222041.5  
"Mexico"	"All banks"	"36. Risk-weighted assets"	"2003"	1491818.098  
"Mexico"	"All banks"	"36. Risk-weighted assets"	"2004"	1711184.286  
